name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
Annie Gentils Gallery;;+32 (0)3 216 30 28;mail@anniegentilsgallery.com;http://www.anniegentilsgallery.com/;Peter Benoitstraat 40;Antwerpen;2018;BE;Belgium;51.096.522;4.374.126;wed-sat 14.00 - 18.00;49dc7f2f-0f54-49d3-a1f5-58e65e4cdde3;8 apr 2009 10:40;;;;;;;;;
Geukens & De Vil;;0475 - 398 399;geukensdevil@skynet.be;http://www.geukensdevil.com/;Pourbusstraat 19;Antwerpen;2000;BE;Belgium;51.208.536;4.391.029;thu - sat 14.00 - 18.00;49dc7fb7-5724-4b18-a1db-5b5e5e4cdde3;9 apr 2009 13:22;;;;;;;;;
Galerie Jamar;;03-238 68 75;jos.jamar@pandora.be;http://galeriejamar.be/;Cockerillkaai 16;Antwerpen;2000;BE;Belgium;51.213.191;4.391.012;wed-sat 14.00 - 18.00;49dc8b36-143c-425f-bf80-54ec5e4cdde3;8 apr 2009 11:32;;;;;;;;;
KORAALBERG;;+32 (0)3-226 06 30;francois.verlinden@koraalberg.com;http://www.koraalberg.com/;Pourbusstraat 5;Antwerpen;2000;BE;Belgium;51.208.933;4.390.242;wed-sat 14.00 - 18.00;49dc8c63-2b0c-4836-b643-5b595e4cdde3;9 apr 2009 13:08;;;;;;;;;
Galerie Kusseneers;;03-257 24 00;info@kusseneers.com;http://www.kusseneers.com/;De Burburestraat 11;Antwerpen;2000;BE;Belgium;51.208.804;4.392.358;wed-sat 14.00 - 18.00;49dc8d8a-633c-4aa0-9d70-5f335e4cdde3;8 apr 2009 11:42;;;;;;;;;
Maes & Matthys Gallery;;0478-48 50 31;info@maesmatthys.be;http://www.maesmatthys.be/;Pourbusstraat 3;Antwerpen;2000;BE;Belgium;51.208.990;4.390.129;wed-sat 14.00 - 18.00;49dc8efd-d68c-4209-a134-54bb5e4cdde3;8 apr 2009 11:48;;;;;;;;;
McBride Fine Art;;0498-31 99 41;mcbridefineart@mac.com;http://www.mcbridefineart.com/;Pourbusstraat 3 b;Antwerpen;2000;BE;Belgium;51.208.990;4.390.129;wed-sat 14.00 - 18.30;49dc8f97-e414-40da-abff-58e85e4cdde3;8 apr 2009 11:50;;;;;;;;;
Office Baroque Gallery;;0484 599 229;info@officebaroque.com;http://www.officebaroque.com/;Lange Kievitstraat 48;Antwerpen;2018;BE;Belgium;51.212.878;4.419.835;wed-sat 14.00 - 18.00;49dc9012-f0ac-45f4-b68d-54bb5e4cdde3;8 apr 2009 11:52;;;;;;;;;
Galerie Micheline Zwajcer;;03-237 11 27;info@gms.be;http://www.gms.be/;Verlatstraat 14;Antwerpen;2000;BE;Belgium;51.209.702;4.393.977;tue-fri 10.00 - 18.00 / sat 12.00 - 18.00;49dc906a-81b8-4a0c-98d2-5f295e4cdde3;8 apr 2009 11:54;;;;;;;;;
Tim Van Laere Gallery;;03-257 14 17;info@timvanlaeregallery.com;http://www.timvanlaeregallery.com/;Verlatstraat 23 - 25;Antwerpen;2000;BE;Belgium;51.209.702;4.393.977;tue-sat 14.00 - 18.00;49dc90f2-c958-41a2-ba80-5b595e4cdde3;8 apr 2009 11:56;;;;;;;;;
Galerie Van Der Mieden;;03-231 77 42;info@vandermieden.com;http://www.vandermieden.com/;Pourbusstraat 15;Antwerpen;2000;BE;Belgium;51.208.649;4.390.804;wed-sat 14.00 - 18.00;49dc9166-4cf4-46c7-a0f9-5f305e4cdde3;8 apr 2009 11:58;;;;;;;;;
Zeno X Gallery;;+32 3 216 16 26;info@zeno-x.com;http://www.zeno-x.com/;L. De Waelplaats 16;Antwerpen;2000;BE;Belgium;51.209.158;4.393.452;wed-sat 14.00 - 18.00;49dc91cf-b104-4584-8bed-5f315e4cdde3;8 apr 2009 12:00;;;;;;;;;
Zeno X Storage;;+32 3 216 16 26;info@zeno-x.com;http://www.zeno-x.com/;Appelstraat 37;Antwerpen;2140;BE;Belgium;51.212.583;4.440.454;wed-sat 14.00 - 18.00;49dc9267-7264-4953-b207-5b5a5e4cdde3;8 apr 2009 12:02;;;;;;;;;
Air Antwerpen;;03-475 17 57;;http://www.airantwerpen.be/;Oosterweelsteenweg 3;Antwerpen;2030;BE;Belgium;51.251.431;4.388.529;;49dc92f6-408c-48ab-8ec0-5b5b5e4cdde3;8 apr 2009 12:05;;;;;;;;;
DeSingel;;03-248 28 28;tickets@desingel.be;http://www.desingel.be/;Desguinlei 25;Antwerpen;2018;BE;Belgium;51.194.839;4.401.110;wed-sun 14.00 - 18.00;49dc9340-1080-47f6-b650-5f305e4cdde3;8 apr 2009 12:06;;;;;;;;;
Extra City;Centre for contemporary art;03 677 16 55;info@extracity.org;http://www.extracity.org/;Tulpstraat 79;Antwerpen;2060;BE;Belgium;51.227.206;4.427.912;wed-sun 14.00 - 19.00, thursday till 20.00;49dc938a-ad54-45ba-b81c-5b5f5e4cdde3;8 apr 2009 12:07;;;;;;;;;
FST Forward >>;;03-234 02 07;video@fstforward.be;http://www.fstforward.be/;Ernest V. Dijckkaai 4;Antwerpen;2000;BE;Belgium;51.222.228;4.397.811;fri-sat 14.00 - 18.00;49dc93d5-31a0-43c9-affd-5f315e4cdde3;8 apr 2009 12:08;;;;;;;;;
Hessenhuis;;03-206 03 50;;http://www.hessenhuis.org/;Falconrui 53;Antwerpen;2000;BE;Belgium;51.225.311;4.407.210;thu-sun 13.00 - 21.00;49dc9484-6ab4-48f2-995c-5b5b5e4cdde3;8 apr 2009 12:11;;;;;;;;;
Indian Caps;;03 203 41 51;info@indiancaps.be;http://www.indiancaps.be/;Engelse Beurs 4;Antwerpen;2000;BE;Belgium;51.222.369;4.403.945;;49dc94d8-adf0-4643-b746-5f305e4cdde3;8 apr 2009 12:13;;;;;;;;;
LLS 387;;0497-481 727;lls387@telenet.be;http://users.telenet.be/lls387;Lange Leemstraat 387;Antwerpen;2018;BE;Belgium;51.203.818;4.425.922;thu-sat 14.00 - 18.00;49dc951c-cdb8-4aa7-b900-5b5f5e4cdde3;8 apr 2009 12:14;;;;;;;;;
Lokaal 01_Antwerpen;;03-238 81 66;antwerpen@lokaal01.org;http://www.lokaal01.be/;Provinciestraat 287;Antwerpen;2018;BE;Belgium;51.209.054;4.424.970;thu-sat 13.00 - 17.00;49dc9596-adb8-4113-a4f8-5f315e4cdde3;8 apr 2009 12:17;;;;;;;;;
NICC;New International Cultural Center;+32 (0)3-216 07 71;info@nicc.be;http://www.nicc.be/;Tulpstraat 104;Antwerpen;2060;BE;Belgium;51.227.712;4.429.202;mon-fri 09.00 - 17.00;49dc9665-72e0-46cc-82b5-5f305e4cdde3;8 apr 2009 12:19;;;;;;;;;
Objectif Exhibitions;;03-288 49 77;;http://www.objectif-exhibitions.org/;Kleine Markt 7-9;Antwerpen;2000;BE;Belgium;51.215.470;4.402.194;Wed-Sat 14.00 - 18.00;49dc96e6-7f50-414b-9b81-5b5a5e4cdde3;8 apr 2009 12:21;;;;;;;;;
PocketRoom;;03-232 35 11;info@pocketroom.be;http://www.pocketroom.be/;Hofstraat 2;Antwerpen;2000;BE;Belgium;51.466.292;4.470.073;wed-sat 14 - 18h;49dc979b-d1a8-43ba-95d4-54ec5e4cdde3;8 apr 2009 12:24;;;;;;;;;
Ruimte Morguen;;03-248 08 45;morguen@telenet.be;;Waalse Kaai 21 - 22;Antwerpen;2000;BE;Belgium;51.226.824;4.401.087;thur-sat 14.00 - 18.00;49dc97e1-3f30-41ae-99d2-5b5e5e4cdde3;8 apr 2009 12:26;;;;;;;;;
Vandaele Editie;;03-237 20 19;info@v-editie.be;http://www.v-editie.be/;Waalse Kaai 31;Antwerpen;2000;BE;Belgium;51.222.973;4.406.295;fri - sat 14.00 - 18.00;49dc9825-b964-45d5-bd70-58e85e4cdde3;8 apr 2009 12:27;;;;;;;;;
MuHKA_media;;;;http://www.muhka.be/film;Waalse Kaai 47;Antwerpen;2000;BE;Belgium;51.241.518;4.406.920;;49dc989c-de30-474e-8218-54ec5e4cdde3;8 apr 2009 12:29;;;;;;;;;
Fotomuseum Antwerpen;;03-242 93 00;;http://www.fotomuseum.be/;Waalse kaai 47;Antwerpen;2000;BE;Belgium;51.241.518;4.406.920;tue - sun 10.00 - 18.00;49dc9941-dd74-4da1-a459-5f325e4cdde3;27 jul 2009 13:53;;;;;;;;;
KMSKA;;03-238 78 09;;http://www.kmska.be/;L. De Waelplaats 1 - 9;Antwerpen;2000;BE;Belgium;51.209.019;4.393.674;tue-sat 10.00 - 17.00 sun 10.00-18.00;49dc9ad6-9280-4387-98b5-54bb5e4cdde3;8 apr 2009 12:43;;;;;;;;;
MOMU ModeMuseum Provincie Antwerpen;;03-470 27 70;info@momu.be;http://www.momu.be/;Nationalestraat 28;Antwerpen;2000;BE;Belgium;51.216.960;4.399.672;tue-sun 10.00 - 18.00, 1st thu/month till 21.00;49dc9d48-903c-4e12-986d-5b5a5e4cdde3;8 apr 2009 12:49;;;;;;;;;
Middelheimmuseum;;03-828 13 50;;http://www.middelheimmuseum.be/;Middelheimlaan 61;Antwerpen;2020;BE;Belgium;51.183.542;4.416.065;tue-sun 10.00 - 17.00;49dc9d9f-ecdc-42f1-b70e-58e75e4cdde3;8 apr 2009 12:50;;;;;;;;;
KASK;Blindestraat ‘de Distel’ en ‘Bourla’ is one of the locations of the Royal Academy for the Arts in Antwerp.;;;http://www.kask.be;Hofstraat 15;Antwerpen;B-2000;BE;Belgium;51.465.344;4.468.844;;4a3b830b-5650-405b-bd43-774a5e4cdde3;19 jun 2009 12:22;;;;;;;;;
Gallery Kap Pur;Gallery Kap Pur, situated in a former barber shop, celebrates its place as Tilburg's leading gallery dedicated to the art of our time. Gallery Kap Pur specializes in uniquely and creatively displaying its neo-figurative and modernrealistic art. Come visit, explore and enjoy Gallery Kap Pur and the lively street on which it is located.;+31-13-4680211;info@kappur.nl;http://www.kappur.nl;"Korvelseweg 151
";Tilburg;5025JD;NL;Netherlands;51.551.111;5.074.252;Wed 11-18, Thu 11-20, Fri 11-18, Sat 14-17, last sun/mth 13-17h;49dda3dd-0384-4c7c-9ce4-5f2d5e4cdde3;19 feb 2010 10:32;;;;;;;;;
De Pont;museum of contemporary art;+31 (0)13-5438300;info@depont.nl;http://www.depont.nl/;Wilhelminapark 1;Tilburg;5041 EA;NL;Netherlands;51.567.127;5.077.246;Tue-Sun 11am-5pm;49e102ff-5130-43b0-8cdc-4a3c5e4cdde3;27 jul 2009 18:19;;;;;;;;;
Whatspace;Whatspace: Is een nieuw initiatief van Koen Delaere, Bas van Den Hurk en Olivier Nijs in Tilburg, zonder vaste plek. We gaan uit van de stad als open ruimte, zien mogelijkheden en geen belemmeringen, zoeken de confrontatie met het publiek. We gaan uit van de kwaliteit van het werk en de wensen van de kunstenaars, zijn dienstbaar naar de kunstenaar.;013-5445124;;http://www.whatspace.nl/;Cor Wortelstraat 24;Tilburg;5025 WR;NL;Netherlands;51.547.447;5.060.572;;49fd8e33-5940-4739-844f-79e95e4cdde3;3 mei 2009 12:29;;;;;;;;;
@BCM;;;;;Wilheminapark 53;Tilburg;;NL;Netherlands;51.566.075;5.079.540;;49fd8fd7-2300-4b84-83b9-06095e4cdde3;3 mei 2009 12:36;;;;;;;;;
Theaters Tilburg;;;sct@worldonline.nl;http://www.theaterstilburg.nl;Louis Bouwmeesterplein 1;Tilburg;5038 TN;NL;Netherlands;51.554.114;5.082.339;Kassa open: ma t/m za 11.00-16.00 uur;4a6df57d-3604-42f0-a29f-742f5e4cdde3;27 jul 2009 18:44;;;;;;;;;
S.M.A.K.;Stedelijk Museum voor Actuele Kunst - City museum for contemporary art.;+32 (0)9 240 76 01;museum.smak@gent.be;http://www.smak.be;Citadelpark;Gent;9000;BE;Belgium;51.036.906;3.720.739;Tue-Sun from 10am to 6pm;49ec13ea-c588-4866-ad18-571e5e4cdde3;24 jan 2010 13:36;;;;;;;;;
Witte Zaal vzw;Witte Zaal is a platform for presentations by young artists from Belgium and abroad whose work is incorporated into contemporary projects with theoretical foundations. It also develops projects that fuse art and architecture.;+32-9-2679677 ;wittezaal@sintlucas.wenk.be;http://www.wittezaal.be/;Posteernestraat 64;Gent;B-9000;BE;Belgium;51.051.283;3.718.389;"Mon-Fri 12.30-18.00
Sat 14.00-17.00";4a1fdd8a-4cd0-48f9-a478-2ae75e4cdde3;27 jan 2010 21:45;;;;;;;;;
Wintercircus Gent (Circus Mahy);;;;;Lammerstraat 11;Gent;9000;BE;Belgium;51.053.562;3.720.867;;4aae84dd-2054-4bda-bc06-6e255e4cdde3;24 jan 2010 13:42;;;;;;;;;
Kunsthal KAdE;KAdE gaat tentoonstellingen organiseren op het gebied van (moderne) kunst, architectuur, vormgeving & design en eigentijdse cultuur. KAdE heeft geen eigen collectie, maar is met haar tentoonstellingen op het gebied van moderne kunst en architectuur, naar buiten gericht en open voor impulsen vanuit de hele wereld. ;033-4225036;;http://www.kunsthalkade.nl/;Smallepad 3;Amersfoort;3811 MG;NL;Netherlands;52.156.330;5.380.982;"tue - fri 11 - 17u
sat - sun 12 -17u";49fc107b-ab84-4f14-a7f2-492e5e4cdde3;16 mrt 2010 10:47;;;;;;;;;
Drents Museum;"Archaeological finds and objects related to the material culture of Drenthe.
Collection of Dutch art and applied arts from the period 1885 – 1935.
Collection of figurative art with work by, among others, Henk Helmantel, Matthijs Röling, Sam Drukker, Douwe Elias, Barend Blankert and Berend Groen.
Recent exhibitions: Leipzig painters, Chinese terracotta army.

";(0592) 377 773;info@drentsmuseum.nl;http://www.drentsmuseum.nl;"Brink 1                                 
9401 HS  Assen";Assen;9401 HS;NL;Netherlands;52.993.109;6.563.796;"11-17 hrs 
mondays closed";49fc8ee5-1dc0-4581-8f50-49305e4cdde3;27 jul 2009 20:23;;;;;;;;;
Drenths Museum;Museum met een grote varieteit aan collecties. Belangrijkste onderdeel vormen de bodemvondsten uit de prehistorie en de Romeinse tijd.;;;;Brink  1;Assen;9401 HS;NL;Netherlands;52.993.108;6.563.811;"Dinsdag t/m zondag van 11.00 tot 17.00 uur.
Op feestdagen ook op maandag open. Gesloten op Eerste Kerstdag en Nieuwjaarsdag. 

";4be4e23f-d4a4-4991-acba-5066c3165e35;8 mei 2010 04:02;;;;;;;;;
Galerie Beeldkracht ;Gallery for Contemporary Art - Paintings, Printings, Sculptures & Ceramics.Galerie Beeldkracht was founded in 1996. The gallery shows and sells abstract to figurative art in various styles and techniques and contains approximately 3000 paintings, sculptures and other artworks of contemporary art.;0031(0)597-591068;galerie@beeldkracht.com;http://www.beeldkracht.com;Torenstraat 6-8;Scheemda;9679 BP;NL;Netherlands;53.177.226;6.971.634;Wed - Sat 10.00 - 18.00. Sun 12.00 - 17.00.;4a1fb0fc-a2fc-4996-ae85-2b285e4cdde3;29 mei 2009 09:55;;;;;;;;;
CBK Centrum Beeldende Kunst ;Centrum Beeldende Kunst Dordrecht (CBK) is an active podium for contemporary art in Dordrecht. ;(078) 631 46 89 ;cbk@dordrecht.nl;http://cms.dordrecht.nl;Voorstraat 180 ;Dordrecht;3311 ES;NL;Netherlands;51.816.632;4.669.266;We-Sat & every first Sun of the month 12.00-17.00. ;4a1fbaaf-df74-4737-8d87-2b1f5e4cdde3;29 mei 2009 10:36;;;;;;;;;
Kunstenaarsinitiatief Paraplufabriek;Art initiative Paraplufabriek (Umbrella factory) is situated in the work area of a former factory. It started as a squatter-scene way to share activities, which grew into an exhibition space where young artists could come to experiment and show their work.;024-3601746;;http://www.expoplu.nl/;Van Oldenbarneveltstraat 63 a;Nijmegen;6501 BK;NL;Netherlands;51.841.769;5.854.530;Thu-Sun 13:00 - 17:00;4a1fdb60-5d4c-4fe2-9e00-35fd5e4cdde3;29 mei 2009 13:38;;;;;;;;;
LUX;;;;http://www.lux-nijmegen.nl;Mari;Nijmegen;6511 PS;NL;Netherlands;51.845.204;5.867.110;;4b0ab76f-20b8-4169-a23e-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Tate Liverpool;International modern and contemporary art;+44 151 702 7400;visiting.liverpool@tate.org.uk;http://www.tate.org.uk/liverpool/;Albert Dock;Liverpool;L3 4BB;GB;United Kingdom & Ireland;53.400.108;-2.992.485;"September – May
Open Tuesday – Sunday 10.00–17.50
Closed Mondays (except Bank Holiday Mondays and 7 September 2009)
June – August
Open Monday – Sunday 10.00–17.50
Closed on Good Friday and 24–26 December";4a2e4679-8714-4b91-9c53-1e305e4cdde3;13 jan 2010 07:20;;;;;;;;;
A Foundation;The A Foundation, a Registered Charity, was established by James Moores in 1998. The primary purpose of the Foundation is to support the development, production and exhibition of contemporary visual art and, in particular, to focus on the enrichment and regeneration of Liverpool through culture and the arts.;+44 (0)151 706 0600 ;info@afoundation.org.uk;http://www.afoundation.org.uk/greenlandstreet/;Greenland Street;Liverpool;L1 0BY;GB;United Kingdom & Ireland;53.394.975;-2.978.571;Tuesday - Saturday, 12:00-18.00;4a2e4e09-7cf0-4aa5-9e06-299b5e4cdde3;9 jun 2009 11:56;;;;;;;;;
Bluecoat.;;00 44 (0)151 709 5297;admin@thebluecoat.org.uk;http://www.thebluecoat.org.uk/;School Lane;Liverpool;L1 3BX;GB;United Kingdom & Ireland;53.365.569;-2.865.922;"Galleries open Daily 10.00 - 18.00
";4a2e5449-299c-4267-acd3-299b5e4cdde3;9 jun 2009 12:23;;;;;;;;;
Ceri Hand Gallery;"We curate up to six contemporary art exhibitions per year at the gallery, providing artists opportunities to develop their ideas and new bodies of work, in solo and group shows.

We also support artists through publishing, commissioning new work on and offsite, attending art fairs and securing them opportunities at other galleries.";+44 (0) 151 207 0899;info@cerihand.co.uk;http://www.cerihand.co.uk/;12 Cotton Street;Liverpool;L3 7DY;GB;United Kingdom & Ireland;53.418.947;-2.998.483;Weds-Sat 10am-6pm or by appointment;4a2e5ca9-6b80-476d-ab0f-299f5e4cdde3;9 jun 2009 12:59;;;;;;;;;
Novas Contemporary Urban Centre;"The CUC North West is an 170,000 square foot multi-purpose venue which comprises of an 750 standing event venue, theatre, cinema, gallery, restaurants,cafes, pub
and conferencing and office facilities.";0151 708 3510;arts.administrator@novasscarman.org;https://www.novasscarman.org/contemporary-urban-centres/liverpool/;41-51 Greenland Street;Liverpool;L1 0BS;GB;United Kingdom & Ireland;53.394.925;-2.978.810;appointment only;4a2e7550-0804-41b0-90e6-299b5e4cdde3;9 jun 2009 14:44;;;;;;;;;
FACT;Foundation for Art and Creative Technology;+0044 (0)151 707 4450;info@fact.co.uk;http://www.fact.co.uk;88 Wood Street;Liverpool;L1 4DQ;GB;United Kingdom & Ireland;53.402.912;-2.978.831;"Monday - Friday: 10.00am - 6.00pm
Saturday - Sunday: 11.00am - 6.00pm";4a2e7760-1590-4141-8d72-1e2d5e4cdde3;9 jun 2009 14:55;;;;;;;;;
Lady Lever Art Gallery;;;;http://www.liverpoolmuseums.org.uk/ladylever/;"Port Sunlight Village
Wirral
";Liverpool;CH62 5EQ;GB;United Kingdom & Ireland;53.355.136;-2.995.145;;4a2e7db7-5838-4eca-9395-1e335e4cdde3;9 jun 2009 15:20;;;;;;;;;
Sudley House;Sudley House is the only place you can see the art collection of a Victorian merchant in its original setting.;;;http://www.liverpoolmuseums.org.uk/sudley/;"Mossley Hill Road
Aigburth";Liverpool;L18 8BX;GB;United Kingdom & Ireland;53.372.410;-2.919.227;Open 10am-5pm daily;4a2e7fe7-e51c-4865-8c88-1e2d5e4cdde3;9 jun 2009 15:31;;;;;;;;;
National Conservation Centre ;Conservators based in this unique venue look after National Museums Liverpool's diverse collections. Find out how everything from Egyptian mummies to motorbikes are preserved and restored in the interactive Reveal gallery, with its working laboratory.;;;http://www.liverpoolmuseums.org.uk/conservation/;Whitechapel;Liverpool;L1 6HZ;GB;United Kingdom & Ireland;53.407.063;-2.984.547;Open 10am-5pm daily.;4a2e81ee-fb7c-4f20-99e6-1e2e5e4cdde3;9 jun 2009 15:38;;;;;;;;;
Wolstenholme Projects ;;;;http://www.wolstenholmeprojects.org/;11 Wolstenholme Square;Liverpool;L1 4JJ;GB;United Kingdom & Ireland;53.402.294;-2.982.290;Thursday - Sunday 12.00 - 18.00;4a2e84f4-e460-48a0-88f1-299e5e4cdde3;9 jun 2009 15:51;;;;;;;;;
Walker Art Gallery;;;;http://www.liverpoolmuseums.org.uk/walker/;The Walker, William Brown Street;Liverpool;L3 8EL;GB;United Kingdom & Ireland;53.409.828;-2.979.507;Open daily 10am-5pm. Free Entry.;4a2e8707-98ec-4f48-a033-1e335e4cdde3;9 jun 2009 16:00;;;;;;;;;
St Luke's (Bombed Out) Church;Partially destroyed by a fire bomb in 1941 St Luke's is now a multi use space managed by Urban Strawberry Lunch hosting exhibitions, performances, films and events. Situated in the heart of Liverpool and within easy reach from the city's main attractions St Luke's is a much loved and well known local landmark. ;0151 709 7562;usl@uslbunker.demon.co.uk;http://www.myspace.com/lunchatstlukes;"StLuke's (Bombed Out) Church
Leece Street
Liverpool
";Liverpool;L1 2TR;GB;United Kingdom & Ireland;53.401.969;-2.974.368;12.00 pm to 4.00 pm Thursday to Sunday, but with events at other times. ;4a720a57-6ba4-461f-8166-63d85e4cdde3;24 feb 2010 20:29;;;;;;;;;
New Museum;NEW ART, NEW IDEAS;2.122.191.222;info@newmuseum.org;http://www.newmuseum.org;"235 Bowery

";New York;NY 10002;US;United States;40.722.419;-73.993.124;"Wednesday 12-6 PM
Thursday and Friday 12-9 PM
Saturday and Sunday 12-6 PM
Monday and Tuesday closed";4b7c0830-7814-4315-9eb1-23a65e4cdde3;17 feb 2010 15:17;;;;;;;;;
The Metropolitan Museum of Art;The Metropolitan Museum of Art is one of the world's largest and finest art museums. Its collections include more than two million works of art spanning five thousand years of world culture, from prehistory to the present and from every part of the globe.;212-535-7710;;http://www.metmuseum.org/;"1000 Fifth Avenue at 82nd Street
New York";New York;10028-0198;US;United States;40.778.998;-73.963.190;"Monday: Closed (Except Holiday Mondays)
Tuesday–Thursday: 9:30 a.m.–5:30 p.m.
Friday and Saturday: 9:30 a.m.–9:00 p.m.
Sunday: 9:30 a.m.–5:30 p.m.
";4b816b1e-5b20-4417-a81c-4ce45e4cdde3;21 feb 2010 17:19;;;;;;;;;
Brooklyn Museum;The Brooklyn Museum, housed in a 560,000-square-foot, Beaux-Arts building, is one of the oldest and largest art museums in the country. Its world-renowned permanent collections range from ancient Egyptian masterpieces to contemporary art, and represent a wide range of cultures.;(718) 638-5000;;http://www.brooklynmuseum.org/;"200 Eastern Parkway
Brooklyn, New York";New York;11238-6052;US;United States;40.680.609;-73.904.833;Sunday11 a.m. – 6 p.m.Monday and TuesdayClosedWednesday – Friday10 a.m. – 5 p.m. Saturday11 a.m. – 6 p.m. First Saturday of Each Month 11 a.m. – 11 p.m ;4b816bc0-8d2c-43d4-be58-4ce45e4cdde3;21 feb 2010 17:22;;;;;;;;;
